subscription_length,vehicle_age,customer_age,region_code,region_density,segment,model,fuel_type,engine_type,airbags,is_esc,is_adjustable_steering,is_tpms,is_parking_sensors,is_parking_camera,rear_brakes_type,displacement,cylinder,transmission_type,steering_type,turning_radius,length,width,gross_weight,is_front_fog_lights,is_rear_window_wiper,is_rear_window_washer,is_rear_window_defogger,is_brake_assist,is_power_door_locks,is_central_locking,is_power_steering,is_driver_seat_height_adjustable,is_day_night_rear_view_mirror,is_ecw,is_speed_alert,ncap_rating,claim_status,max_torque_nm,max_torque_rpm,max_power_bhp,max_power_rpm,power_to_weight,torque_per_litre,safety_features_count
2.9,0.8,54,C10,73430,B1,M8,CNG,K10C,2,0,0,0,1,0,0,998,3,0,Power,4.7,3655,1620,1340,0,0,0,0,0,1,1,1,0,0,1,1,2,0,82.1,3400,55.92,5300,0.041731343283582,82.26452905811622,8
1.8,2.8,54,C3,4076,A,M3,Petrol,1.0 SCe,2,0,0,0,0,1,0,999,3,1,Electric,5.0,3731,1579,1155,0,0,0,0,0,1,1,1,0,1,1,1,2,0,91.0,4250,67.06,5500,0.058060606060606,91.09109109109107,9
10.0,1.0,62,C8,8794,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,1,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
5.2,0.0,48,C9,17804,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
0.5,0.0,44,C2,27003,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
11.6,0.8,40,C8,8794,A,M3,Petrol,1.0 SCe,2,0,0,0,0,1,0,999,3,1,Electric,5.0,3731,1579,1155,0,0,0,0,0,1,1,1,0,1,1,1,2,0,91.0,4250,67.06,5500,0.058060606060606,91.09109109109107,9
11.0,2.4,48,C8,8794,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,1,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
0.8,0.2,47,C1,4990,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
4.6,0.4,35,C3,4076,C1,M9,Diesel,i-DTEC,2,0,1,0,1,1,0,1498,4,0,Electric,4.9,3995,1695,1051,1,0,0,1,0,1,1,1,1,1,1,1,4,0,200.0,1750,97.89,3600,0.0931398667935299,133.5113484646195,14
12.3,1.2,35,C8,8794,B2,M7,Petrol,1.2 L K Series Engine,6,1,1,0,1,1,0,1197,4,1,Electric,4.85,3990,1745,1410,1,1,1,1,1,1,1,1,1,1,1,1,0,0,113.0,4400,88.5,6000,0.0627659574468085,94.40267335004177,22
2.2,1.6,36,C8,8794,A,M3,Petrol,1.0 SCe,2,0,0,0,0,1,0,999,3,1,Electric,5.0,3731,1579,1155,0,0,0,0,0,1,1,1,0,1,1,1,2,0,91.0,4250,67.06,5500,0.058060606060606,91.09109109109107,9
0.5,0.4,54,C3,4076,B2,M7,Petrol,1.2 L K Series Engine,6,1,1,0,1,1,0,1197,4,1,Electric,4.85,3990,1745,1410,1,1,1,1,1,1,1,1,1,1,1,1,0,0,113.0,4400,88.5,6000,0.0627659574468085,94.40267335004177,22
8.9,0.2,35,C5,34738,C1,M9,Diesel,i-DTEC,2,0,1,0,1,1,0,1498,4,0,Electric,4.9,3995,1695,1051,1,0,0,1,0,1,1,1,1,1,1,1,4,0,200.0,1750,97.89,3600,0.0931398667935299,133.5113484646195,14
12.0,1.2,44,C8,8794,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
10.6,2.2,44,C8,8794,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
0.6,0.0,37,C9,17804,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
1.4,0.2,48,C10,73430,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
7.6,3.0,43,C8,8794,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
4.9,0.6,50,C14,7788,B1,M8,CNG,K10C,2,0,0,0,1,0,0,998,3,0,Power,4.7,3655,1620,1340,0,0,0,0,0,1,1,1,0,0,1,1,2,0,82.1,3400,55.92,5300,0.041731343283582,82.26452905811622,8
6.4,0.6,38,C8,8794,B1,M8,CNG,K10C,2,0,0,0,1,0,0,998,3,0,Power,4.7,3655,1620,1340,0,0,0,0,0,1,1,1,0,0,1,1,2,0,82.1,3400,55.92,5300,0.041731343283582,82.26452905811622,8
4.7,2.4,50,C14,7788,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
6.2,1.4,37,C13,5410,A,M3,Petrol,1.0 SCe,2,0,0,0,0,1,0,999,3,1,Electric,5.0,3731,1579,1155,0,0,0,0,0,1,1,1,0,1,1,1,2,0,91.0,4250,67.06,5500,0.058060606060606,91.09109109109107,9
3.9,0.8,45,C8,8794,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
10.0,3.8,41,C10,73430,B2,M5,Diesel,1.5 Turbocharged Revotorq,2,0,1,0,1,0,0,1497,4,0,Electric,5.0,3990,1755,1490,0,0,0,0,0,1,1,1,0,0,1,1,5,0,200.0,3000,88.77,4000,0.0595771812080536,133.6005344021376,9
10.5,2.0,45,C14,7788,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
10.6,3.0,44,C8,8794,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
0.9,3.0,43,C2,27003,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
0.3,1.2,35,C13,5410,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
10.1,2.6,56,C8,8794,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
1.6,0.4,49,C14,7788,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
4.8,0.0,37,C3,4076,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,1,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
3.8,1.0,35,C3,4076,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
11.8,1.6,63,C8,8794,C1,M2,Petrol,1.2 L K12N Dualjet,2,1,1,0,1,1,0,1197,4,1,Electric,4.8,3995,1735,1335,1,0,0,1,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,16
12.4,0.8,45,C12,34791,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,1,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
2.8,1.6,45,C12,34791,A,M3,Petrol,1.0 SCe,2,0,0,0,0,1,0,999,3,1,Electric,5.0,3731,1579,1155,0,0,0,0,0,1,1,1,0,1,1,1,2,0,91.0,4250,67.06,5500,0.058060606060606,91.09109109109107,9
8.0,2.4,38,C8,8794,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
0.9,0.8,46,C5,34738,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
10.0,1.6,58,C2,27003,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
7.1,0.8,47,C11,6108,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
12.4,2.4,39,C19,27742,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
12.2,1.2,44,C2,27003,B2,M7,Petrol,1.2 L K Series Engine,6,1,1,0,1,1,0,1197,4,1,Electric,4.85,3990,1745,1410,1,1,1,1,1,1,1,1,1,1,1,1,0,0,113.0,4400,88.5,6000,0.0627659574468085,94.40267335004177,22
1.9,3.6,40,C8,8794,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
1.0,0.6,40,C10,73430,B2,M7,Petrol,1.2 L K Series Engine,6,1,1,0,1,1,0,1197,4,1,Electric,4.85,3990,1745,1410,1,1,1,1,1,1,1,1,1,1,1,1,0,0,113.0,4400,88.5,6000,0.0627659574468085,94.40267335004177,22
11.8,1.4,44,C5,34738,A,M3,Petrol,1.0 SCe,2,0,0,0,0,1,0,999,3,1,Electric,5.0,3731,1579,1155,0,0,0,0,0,1,1,1,0,1,1,1,2,0,91.0,4250,67.06,5500,0.058060606060606,91.09109109109107,9
11.9,2.0,41,C12,34791,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,1,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
2.6,1.6,40,C5,34738,B2,M7,Petrol,1.2 L K Series Engine,6,1,1,0,1,1,0,1197,4,1,Electric,4.85,3990,1745,1410,1,1,1,1,1,1,1,1,1,1,1,1,0,0,113.0,4400,88.5,6000,0.0627659574468085,94.40267335004177,22
0.5,0.0,58,C2,27003,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
2.8,0.8,43,C3,4076,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
11.2,3.0,54,C5,34738,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
8.7,0.4,37,C13,5410,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
1.2,0.8,36,C12,34791,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
12.0,1.4,47,C7,6112,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
11.7,2.8,35,C13,5410,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
10.7,4.0,59,C8,8794,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
11.8,3.0,49,C8,8794,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
11.8,0.2,39,C8,8794,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
3.6,2.0,39,C9,17804,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
10.3,3.4,39,C8,8794,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
12.3,2.8,47,C12,34791,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
12.4,0.6,52,C13,5410,Utility,M10,CNG,G12B,1,0,0,0,1,0,0,1196,4,0,Manual,4.5,3675,1475,1510,0,0,0,0,0,0,0,0,0,0,0,1,0,0,85.0,3000,61.68,6000,0.0408476821192052,71.07023411371237,3
1.0,1.8,64,C8,8794,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
2.8,1.8,49,C9,17804,B1,M8,CNG,K10C,2,0,0,0,1,0,0,998,3,0,Power,4.7,3655,1620,1340,0,0,0,0,0,1,1,1,0,0,1,1,2,0,82.1,3400,55.92,5300,0.041731343283582,82.26452905811622,8
10.8,2.4,52,C9,17804,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
5.9,0.4,42,C10,73430,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
0.7,3.0,41,C14,7788,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
2.1,0.2,35,C2,27003,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
9.7,0.4,51,C3,4076,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
1.1,0.0,47,C5,34738,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
6.4,0.2,57,C5,34738,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
11.0,2.2,35,C8,8794,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
7.3,1.2,45,C10,73430,A,M3,Petrol,1.0 SCe,2,0,0,0,0,1,0,999,3,1,Electric,5.0,3731,1579,1155,0,0,0,0,0,1,1,1,0,1,1,1,2,0,91.0,4250,67.06,5500,0.058060606060606,91.09109109109107,9
5.7,1.0,40,C1,4990,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
1.4,0.6,40,C1,4990,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
11.0,7.2,49,C8,8794,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
10.1,2.8,38,C8,8794,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
0.2,0.2,52,C2,27003,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
7.8,1.0,55,C3,4076,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
1.4,0.8,40,C11,6108,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
2.8,4.0,53,C8,8794,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
1.5,2.6,42,C6,13051,B1,M8,CNG,K10C,2,0,0,0,1,0,0,998,3,0,Power,4.7,3655,1620,1340,0,0,0,0,0,1,1,1,0,0,1,1,2,0,82.1,3400,55.92,5300,0.041731343283582,82.26452905811622,8
0.9,1.4,37,C2,27003,A,M3,Petrol,1.0 SCe,2,0,0,0,0,1,0,999,3,1,Electric,5.0,3731,1579,1155,0,0,0,0,0,1,1,1,0,1,1,1,2,0,91.0,4250,67.06,5500,0.058060606060606,91.09109109109107,9
6.1,0.2,41,C3,4076,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
6.5,0.0,58,C1,4990,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
2.4,1.4,39,C5,34738,Utility,M10,CNG,G12B,1,0,0,0,1,0,0,1196,4,0,Manual,4.5,3675,1475,1510,0,0,0,0,0,0,0,0,0,0,0,1,0,0,85.0,3000,61.68,6000,0.0408476821192052,71.07023411371237,3
3.0,0.0,42,C3,4076,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
7.2,0.6,43,C2,27003,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,1,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
4.3,0.2,44,C3,4076,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
3.6,1.0,45,C13,5410,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
7.3,1.8,36,C8,8794,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
3.1,0.2,48,C2,27003,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
4.3,0.0,66,C3,4076,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,1,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
2.3,1.4,35,C3,4076,B1,M8,CNG,K10C,2,0,0,0,1,0,0,998,3,0,Power,4.7,3655,1620,1340,0,0,0,0,0,1,1,1,0,0,1,1,2,0,82.1,3400,55.92,5300,0.041731343283582,82.26452905811622,8
12.4,3.0,61,C5,34738,B1,M8,CNG,K10C,2,0,0,0,1,0,0,998,3,0,Power,4.7,3655,1620,1340,0,0,0,0,0,1,1,1,0,0,1,1,2,0,82.1,3400,55.92,5300,0.041731343283582,82.26452905811622,8
1.2,0.0,40,C3,4076,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,1,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
0.9,2.0,39,C13,5410,C1,M9,Diesel,i-DTEC,2,0,1,0,1,1,0,1498,4,0,Electric,4.9,3995,1695,1051,1,0,0,1,0,1,1,1,1,1,1,1,4,0,200.0,1750,97.89,3600,0.0931398667935299,133.5113484646195,14
0.9,1.0,36,C5,34738,C2,M4,Diesel,1.5 L U2 CRDi,6,1,1,1,1,1,1,1493,4,1,Power,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0,250.0,2750,113.45,4000,0.0659593023255813,167.44809109176154,22
2.2,0.0,51,C10,73430,A,M1,CNG,F8D Petrol Engine,2,0,0,0,1,0,0,796,3,0,Power,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60.0,3500,40.36,6000,0.0340590717299578,75.37688442211055,5
7.1,0.4,54,C15,290,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
11.7,0.6,41,C2,27003,C1,M11,Petrol,1.5 Turbocharged Revotron,2,1,0,0,1,1,0,1199,3,0,Power,5.1,3993,1811,1660,0,0,0,1,1,1,1,1,1,0,1,0,5,0,170.0,4000,118.36,5500,0.0713012048192771,141.78482068390323,12
11.8,2.6,44,C3,4076,B2,M6,Petrol,K Series Dual jet,2,0,1,0,1,0,0,1197,4,0,Electric,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0,113.0,4400,88.5,6000,0.0662921348314606,94.40267335004177,13
10.3,2.6,36,C6,13051,Utility,M10,CNG,G12B,1,0,0,0,1,0,0,1196,4,0,Manual,4.5,3675,1475,1510,0,0,0,0,0,0,0,0,0,0,0,1,0,0,85.0,3000,61.68,6000,0.0408476821192052,71.07023411371237,3
